timestamp,min_rtt_ms,avg_rtt_ms,max_rtt_ms,packet_loss_percent
2026-02-23T07:58:06.109418,70.136,70.136,70.136,0.0
2026-02-23T07:58:06.181817,70.118,70.118,70.118,0.0
2026-02-23T07:58:06.255067,70.064,70.064,70.064,0.0
2026-02-23T07:58:06.328096,70.08,70.08,70.08,0.0
2026-02-23T07:58:06.401061,70.366,70.366,70.366,0.0
2026-02-23T07:58:06.474034,70.064,70.064,70.064,0.0
2026-02-23T07:58:06.547796,70.085,70.085,70.085,0.0
2026-02-23T07:58:06.621251,70.127,70.127,70.127,0.0
2026-02-23T07:58:06.694863,70.066,70.066,70.066,0.0
2026-02-23T07:58:06.768081,70.064,70.064,70.064,0.0
2026-02-23T07:58:06.841095,70.079,70.079,70.079,0.0
2026-02-23T07:58:06.914096,70.15,70.15,70.15,0.0
2026-02-23T07:58:06.987166,70.069,70.069,70.069,0.0
2026-02-23T07:58:07.060309,70.074,70.074,70.074,0.0
2026-02-23T07:58:07.133951,70.065,70.065,70.065,0.0
2026-02-23T07:58:07.207060,70.14,70.14,70.14,0.0
2026-02-23T07:58:07.280071,70.072,70.072,70.072,0.0
2026-02-23T07:58:07.353524,70.079,70.079,70.079,0.0
2026-02-23T07:58:07.426841,70.074,70.074,70.074,0.0
2026-02-23T07:58:07.499995,70.124,70.124,70.124,0.0
2026-02-23T07:58:07.573040,70.078,70.078,70.078,0.0
2026-02-23T07:58:07.646480,70.111,70.111,70.111,0.0
2026-02-23T07:58:07.719645,70.08,70.08,70.08,0.0
2026-02-23T07:58:07.792489,70.066,70.066,70.066,0.0
2026-02-23T07:58:07.865924,70.063,70.063,70.063,0.0
2026-02-23T07:58:07.938874,70.083,70.083,70.083,0.0
2026-02-23T07:58:08.012211,70.063,70.063,70.063,0.0
2026-02-23T07:58:08.085820,70.104,70.104,70.104,0.0
2026-02-23T07:58:08.158843,70.102,70.102,70.102,0.0
2026-02-23T07:58:08.231848,70.052,70.052,70.052,0.0
2026-02-23T07:58:08.304616,70.088,70.088,70.088,0.0
2026-02-23T07:58:08.378252,70.073,70.073,70.073,0.0
2026-02-23T07:58:08.451810,70.161,70.161,70.161,0.0
2026-02-23T07:58:18.454919,,,,100.0
2026-02-23T07:58:18.528973,70.126,70.126,70.126,0.0
2026-02-23T07:58:18.603163,70.082,70.082,70.082,0.0
2026-02-23T07:58:18.677005,70.096,70.096,70.096,0.0
2026-02-23T07:58:18.750707,70.092,70.092,70.092,0.0
2026-02-23T07:58:18.824085,70.081,70.081,70.081,0.0
2026-02-23T07:58:18.897531,70.083,70.083,70.083,0.0
